SR Number,Date/Time Opened,Service Request Address,Service Request Status,Answer
SR19-01172976,03/17/19 08:19 AM,4831 W BELLE PLAINE AVE<br>  60641,Completed,No Entry
SR19-01173152,03/17/19 09:20 AM,6119 N PULASKI RD<br>  60646,Completed,Adequate Temperature
SR19-01173174,03/17/19 09:27 AM,5646 N GLENWOOD AVE<br>  60660,Completed,PROCESSED VIOLATION NOTICE
SR19-01173329,03/17/19 10:12 AM,5218 S LOCKWOOD AVE<br>  60638,Completed,No Cause - Phone Call
SR19-01173455,03/17/19 10:55 AM,6957 S EGGLESTON AVE<br>  60621,Completed,
SR19-01173977,03/17/19 01:15 PM,7827 S MARYLAND AVE<br>  60619,Completed,No Cause - Phone Call
SR19-01174063,03/17/19 01:37 PM,823 E 49TH ST<br>  60615,Completed,Processed for Hearing - Standard
SR19-01175126,03/17/19 06:48 PM,711 S ADA ST<br>  60607,Completed,No Entry
SR19-01175212,03/17/19 07:19 PM,4918 S VINCENNES AVE<br>  60615,Completed,No Entry
SR19-01175944,03/17/19 11:41 PM,2120 W 35TH ST<br>  60609,Completed,Processed for Hearing - Standard
SR19-01177052,03/18/19 08:59 AM,723 1/2 W Barry AVE<br>  60657,Completed,No Entry
SR19-01177428,03/18/19 09:40 AM,7321 S STEWART AVE<br>  60621,Completed,Processed for Court
SR19-01177729,03/18/19 10:08 AM,6810 S DORCHESTER AVE<br>  60637,Completed,No Entry
SR19-01178275,03/18/19 10:56 AM,3332 N OCTAVIA AVE<br>  60634,Completed,No Entry
SR19-01178467,03/18/19 11:13 AM,5146 W CORNELIA AVE<br>  60641,Completed,No Entry
SR19-01178478,03/18/19 11:14 AM,4407 N HAMLIN AVE<br>  60625,Completed,PROCESSED VIOLATION NOTICE
SR19-01180908,03/18/19 03:55 PM,5863 N KENMORE AVE<br>  60660,Completed,No Entry
SR19-01180925,03/18/19 03:57 PM,6710 S NORMAL BLVD<br>  60621,Completed,Processed for Court
SR19-01181289,03/18/19 04:49 PM,3436 W MONTROSE AVE<br>  60618,Completed,Processed for Hearing - Standard
SR19-01181496,03/18/19 05:28 PM,8125 S ELLIS AVE<br>  60619,Completed,No Entry
SR19-01182262,03/18/19 08:36 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01182353,03/18/19 09:02 PM,1452 W highland AVE<br>  60660,Completed,No Entry
SR19-01185059,03/19/19 10:48 AM,230 E ONTARIO ST<br>  60611,Completed,Active Case
SR19-01185473,03/19/19 11:21 AM,4407 N HAMLIN AVE<br>  60625,Completed,
SR19-01187133,03/19/19 02:25 PM,5241 W LAKE ST<br>  60644,Completed,No Entry
SR19-01190447,03/20/19 09:09 AM,430 W ERIE ST<br>  60654,Completed,Adequate Temperature
SR19-01190476,03/20/19 09:13 AM,2346 N KIMBALL AVE<br>  60647,Completed,No Entry
SR19-01193765,03/20/19 02:52 PM,3518 W FLOURNOY ST<br>  60624,Completed,Processed for Hearing - Standard
SR19-01195570,03/20/19 09:06 PM,852 E 81ST ST<br>  60619,Completed,No Entry
SR19-01196245,03/21/19 06:12 AM,1108 E 82ND ST<br>  60619,Completed,No Entry
SR19-01196436,03/21/19 07:33 AM,7600 S STEWART AVE<br>  60620,Completed,Adequate Temperature
SR19-01197484,03/21/19 10:01 AM,2756 N PINE GROVE AVE<br>  60614,Completed,Adequate Temperature
SR19-01198754,03/21/19 11:56 AM,5943 S PEORIA ST<br>  60621,Completed,No Entry
SR19-01199021,03/21/19 12:30 PM,3501 N ALBANY AVE<br>  60618,Completed,Adequate Temperature
SR19-01200261,03/21/19 02:32 PM,1440 W NORTH SHORE AVE<br>  60626,Completed,No Entry
SR19-01200689,03/21/19 03:43 PM,9351 S RACINE AVE<br>  60620,Completed,No Entry
SR19-01201834,03/21/19 09:03 PM,5046 N TROY ST<br>  60625,Completed,No Entry
SR19-01202323,03/22/19 03:21 AM,5045 N NOTTINGHAM AVE<br>  60656,Completed,No Entry
SR19-01205452,03/22/19 01:31 PM,5240 W FOSTER AVE<br>  60630,Completed,No Entry
SR19-01206164,03/22/19 03:12 PM,6710 S NORMAL BLVD<br>  60621,Completed,Processed for Court
SR19-01206257,03/22/19 03:25 PM,6447 S WINCHESTER AVE<br>  60636,Completed,No Entry
SR19-01206563,03/22/19 03:55 PM,6534 S STEWART AVE<br>  60621,Completed,No Entry
SR19-01207035,03/22/19 05:13 PM,5133 N NEVA AVE<br>  60656,Completed,No Entry
SR19-01207609,03/22/19 08:09 PM,4918 S VINCENNES AVE<br>  60615,Completed,No Entry
SR19-01208125,03/22/19 11:38 PM,6455 N BELL AVE<br>  60645,Completed,No Entry
SR19-01208134,03/22/19 11:54 PM,426 S clark ST<br>  60605,Completed,Adequate Temperature
SR19-01208397,03/23/19 06:36 AM,5225 W AUGUSTA BLVD<br>  60651,Completed,Processed for Hearing - Standard
SR19-01209201,03/23/19 11:15 AM,5750 N KENMORE AVE<br>  60660,Completed,Adequate Temperature
SR19-01210636,03/23/19 08:16 PM,6149 S ARTESIAN AVE<br>  60629,Completed,Adequate Temperature
SR19-01210693,03/23/19 08:37 PM,3807 W POLK ST<br>  60624,Completed,No Entry
SR19-01211976,03/24/19 10:27 AM,9695 S MERRION AVE<br>  60617,Completed,No Entry
SR19-01212109,03/24/19 11:06 AM,5735 S HOYNE AVE<br>  60636,Completed,Processed for Court
SR19-01212406,03/24/19 12:39 PM,8008 S MARYLAND AVE<br>  60619,Completed,No Entry
SR19-01214550,03/25/19 03:02 AM,1108 W TAYLOR ST<br>  60607,Completed,Adequate Temperature
SR19-01214595,03/25/19 04:44 AM,5028 W QUINCY ST<br>  60644,Completed,No Entry
SR19-01214888,03/25/19 07:27 AM,4300 W FORD CITY DR<br>  60652,Completed,Processed for Hearing - Standard
SR19-01214934,03/25/19 07:35 AM,108 W CHICAGO AVE<br>  60654,Completed,No Entry
SR19-01215024,03/25/19 08:03 AM,851 S RACINE AVE<br>  60607,Completed,No Entry
SR19-01215033,03/25/19 08:05 AM,9351 S RACINE AVE<br>  60620,Completed,No Entry
SR19-01215047,03/25/19 08:07 AM,108 W CHICAGO AVE<br>  60654,Completed,
SR19-01215298,03/25/19 08:43 AM,6220 N CLAREMONT AVE<br>  60659,Completed,No Entry
SR19-01216275,03/25/19 10:20 AM,5735 S HOYNE AVE<br>  60636,Completed,
SR19-01216635,03/25/19 10:56 AM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01216891,03/25/19 11:24 AM,6131 S INDIANA AVE<br>  60637,Completed,No Entry
SR19-01217011,03/25/19 11:39 AM,6626 S WABASH AVE<br>  60637,Completed,No Entry
SR19-01217908,03/25/19 01:18 PM,136 E 107TH ST<br>  60628,Completed,No Entry
SR19-01220511,03/25/19 09:30 PM,2703 N Clark ST<br>  60615,Completed,Active Case
SR19-01220566,03/25/19 09:47 PM,8145 S ELLIS AVE<br>  60619,Completed,Processed for Court
SR19-01221133,03/26/19 07:01 AM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,Processed for Court
SR19-01221147,03/26/19 07:08 AM,8145 S Ellis AVE<br>  60619,Completed,Active Case
SR19-01221844,03/26/19 09:26 AM,1407 E 69TH PL<br>  60637,Completed,PROCESSED VIOLATION NOTICE
SR19-01222458,03/26/19 10:34 AM,6930 S CLYDE AVE<br>  60649,Completed,Adequate Temperature
SR19-01223187,03/26/19 11:52 AM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,
SR19-01223661,03/26/19 12:56 PM,2117 E 68TH ST<br>  60649,Completed,Processed for Hearing - Standard
SR19-01223809,03/26/19 01:14 PM,6900 S CLYDE AVE<br>  60649,Completed,Adequate Temperature
SR19-01224909,03/26/19 03:36 PM,5346 S TALMAN AVE<br>  60632,Completed,No Entry
SR19-01225744,03/26/19 05:37 PM,9351 S RACINE AVE<br>  60620,Completed,Transfer to Ventilation Violation
SR19-01225744,03/26/19 05:37 PM,9351 S RACINE AVE<br>  60620,Completed,No Entry
SR19-01226239,03/26/19 08:16 PM,114 N Parkside AVE<br>  60644,Completed,No Entry
SR19-01226367,03/26/19 09:06 PM,7937 S ESSEX AVE<br>  60617,Completed,No Entry
SR19-01226427,03/26/19 09:29 PM,6926 S CLYDE AVE<br>  60649,Completed,Adequate Temperature
SR19-01226471,03/26/19 09:44 PM,2859 S EMERALD AVE<br>  60616,Completed,No Entry
SR19-01227128,03/27/19 07:20 AM,3204 W SUNNYSIDE AVE<br>  60625,Completed,Processed for Hearing - Standard
SR19-01227470,03/27/19 08:47 AM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,
SR19-01227627,03/27/19 09:12 AM,2703 N Clark ST<br>  60614,Completed,No Entry
SR19-01228393,03/27/19 10:36 AM,5943 S PEORIA ST<br>  60621,Completed,No Entry
SR19-01231194,03/27/19 04:31 PM,2718 S DRAKE AVE<br>  60623,Completed,Processed for Hearing - Standard
SR19-01231285,03/27/19 04:42 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01232621,03/28/19 12:03 AM,4145 W ARTHINGTON ST<br>  60624,Completed,Processed for Court
SR19-01233461,03/28/19 08:53 AM,3204 W SUNNYSIDE AVE<br>  60625,Completed,Active Case
SR19-01237698,03/28/19 07:33 PM,5630 S HALSTED ST<br>  60621,Completed,Adequate Temperature
SR19-01237970,03/28/19 08:51 PM,3242 N PULASKI RD<br>  60641,Completed,No Entry
SR19-01243436,03/29/19 06:10 PM,618 E 71ST ST<br>  60619,Completed,No Entry
SR19-01244551,03/30/19 06:44 AM,8342 S WABASH AVE<br>  60619,Completed,No Entry
SR19-01244902,03/30/19 09:05 AM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01245702,03/30/19 12:14 PM,6910 N SHERIDAN RD<br>  60626,Completed,Adequate Temperature
SR19-01246234,03/30/19 02:49 PM,1537 S SAINT LOUIS AVE<br>  60623,Completed,No Entry
SR19-01246267,03/30/19 02:58 PM,2703 N CLARK ST<br>  60614,Completed,Active Case
SR19-01247619,03/30/19 11:09 PM,441 E 42nd ST<br>  60653,Completed,No Entry
SR19-01247621,03/30/19 11:10 PM,116 S SPRINGFIELD AVE<br>  60624,Completed,Adequate Temperature
SR19-01247783,03/31/19 02:01 AM,6026 N WINTHROP AVE<br>  60660,Completed,Adequate Temperature
SR19-01247806,03/31/19 03:05 AM,3144 S spaulding AVE<br>  60632,Completed,No Cause
SR19-01247923,03/31/19 06:27 AM,6700 S OGLESBY AVE<br>  60649,Completed,No Cause - Phone Call
SR19-01247973,03/31/19 07:27 AM,9115 S BISHOP ST<br>  60620,Completed,No Entry
SR19-01248183,03/31/19 09:16 AM,4225 W JACKSON BLVD<br>  60624,Completed,No Entry
SR19-01248260,03/31/19 09:47 AM,1215 W 95TH PL<br>  60643,Completed,Processed for Hearing - Standard
SR19-01248622,03/31/19 12:21 PM,4826 N SHERIDAN RD<br>  60640,Completed,Adequate Temperature
SR19-01248861,03/31/19 01:53 PM,4826 N SHERIDAN RD<br>  60640,Completed,
SR19-01249823,03/31/19 06:42 PM,6220 S SAINT LAWRENCE AVE<br>  60637,Completed,No Entry
SR19-01250571,03/31/19 11:46 PM,6412 N SEELEY AVE<br>  60645,Completed,No Entry
SR19-01251288,04/01/19 08:47 AM,2703 N Clark ST<br>  60614,Completed,Active Case
SR19-01251492,04/01/19 09:12 AM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,Active Case
SR19-01251536,04/01/19 09:18 AM,3527 S Wallace ST<br>  60609,Completed,Adequate Temperature
SR19-01251789,04/01/19 09:46 AM,5311 W WASHINGTON BLVD<br>  60644,Completed,No Entry
SR19-01252703,04/01/19 11:10 AM,8036 S paxton AVE<br>  60617,Completed,No Entry
SR19-01253868,04/01/19 01:37 PM,1376 W 79TH ST<br>  60620,Completed,No Entry
SR19-01254911,04/01/19 04:06 PM,7656 S ABERDEEN ST<br>  60620,Completed,PROCESSED VIOLATION NOTICE
SR19-01255368,04/01/19 05:17 PM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,Active Case
SR19-01255436,04/01/19 05:30 PM,2703 N Clark ST<br>  60614,Completed,Active Case
SR19-01260665,04/02/19 03:02 PM,2159 W ERIE ST<br>  60612,Completed,No Entry
SR19-01260711,04/02/19 03:09 PM,4158 N MENARD AVE<br>  60634,Completed,Processed for Hearing - Standard
SR19-01264529,04/03/19 10:17 AM,7820 S SOUTH SHORE DR<br>  60649,Completed,No Cause - Phone Call
SR19-01266361,04/03/19 01:39 PM,4645 S MICHIGAN AVE<br>  60653,Completed,No Entry
SR19-01266729,04/03/19 02:38 PM,7210 S MAY ST<br>  60621,Completed,Processed for Court
SR19-01267261,04/03/19 03:56 PM,6134 S COTTAGE GROVE AVE<br>  60637,Completed,Active Case
SR19-01267518,04/03/19 04:31 PM,429 S CENTRAL PARK AVE<br>  60624,Completed,NO SUCH ADDRESS
SR19-01268063,04/03/19 06:49 PM,3708 W 82ND ST<br>  60652,Completed,Processed for Hearing - Standard
SR19-01271222,04/04/19 11:20 AM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,Active Case
SR19-01271976,04/04/19 12:53 PM,4818 W FLETCHER ST<br>  60641,Completed,No Entry
SR19-01272428,04/04/19 01:49 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01272812,04/04/19 02:35 PM,2159 W ERIE ST<br>1R<br>  60612,Completed,
SR19-01273315,04/04/19 03:35 PM,5863 N KENMORE AVE<br>  60660,Completed,No Entry
SR19-01273968,04/04/19 05:26 PM,7201 S MICHIGAN AVE<br>  60619,Completed,Processed for Hearing - Standard
SR19-01274165,04/04/19 06:36 PM,10607 S HALE AVE<br>  60643,Completed,No Entry
SR19-01275267,04/05/19 05:46 AM,2117 W ARTHUR AVE<br>  60645,Completed,No Entry
SR19-01276610,04/05/19 10:26 AM,6645 S PERRY AVE<br>  60621,Completed,Adequate Temperature
SR19-01276769,04/05/19 10:42 AM,6724 S CHAPPEL AVE<br>  60649,Completed,No Cause
SR19-01277396,04/05/19 11:40 AM,7116 S RIDGELAND AVE<br>  60649,Completed,No Entry
SR19-01277555,04/05/19 11:59 AM,2703 N CLARK ST<br>  60614,Completed,Active Case
SR19-01280307,04/05/19 05:19 PM,827 N SPRINGFIELD AVE<br>  60651,Completed,No Entry
SR19-01283254,04/06/19 02:25 PM,4225 W JACKSON BLVD<br>Unit 1<br>  60624,Completed,No Entry
SR19-01285784,04/07/19 07:44 AM,7908 S RIDGELAND AVE<br>  60617,Completed,No Entry
SR19-01285896,04/07/19 08:24 AM,6259 N MOZART ST<br>  60659,Completed,PROCESSED VIOLATION NOTICE
SR19-01287822,04/07/19 05:04 PM,5630 S HALSTED ST<br>  60621,Completed,No Entry
SR19-01292980,04/08/19 01:08 PM,6921 S PEORIA ST<br>  60621,Completed,No Entry
SR19-01293776,04/08/19 02:37 PM,4818 W FLETCHER ST<br>  60641,Completed,Processed for Hearing - Standard
SR19-01296745,04/09/19 04:45 AM,5550 N KENMORE AVE<br>  60640,Completed,Adequate Temperature
SR19-01300982,04/09/19 04:38 PM,8416 S COTTAGE GROVE AVE<br>3 E<br>  60619,Completed,No Cause - Phone Call
SR19-01302444,04/09/19 11:48 PM,"5550 north kenmore, chicago, illinois 60640",Completed,NO CAUSE
SR19-01302800,04/10/19 06:54 AM,2703 N CLARK ST<br>  60614,Completed,Active Case
SR19-01304758,04/10/19 11:28 AM,1217 W 81ST ST<br>  60620,Completed,No Entry
SR19-01305594,04/10/19 12:53 PM,7954 S MARYLAND AVE<br>  60619,Completed,No Entry
SR19-01306034,04/10/19 01:36 PM,6259 N MOZART ST<br>  60659,Completed,No Entry
SR19-01306082,04/10/19 01:40 PM,2337 E 70TH ST<br>  60649,Completed,No Entry
SR19-01306884,04/10/19 02:54 PM,7345 S SOUTH SHORE DR<br>  60649,Completed,Adequate Temperature
SR19-01306886,04/10/19 02:54 PM,2650 W 42ND ST<br>  60632,Completed,No Cause
SR19-01307294,04/10/19 03:32 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01308564,04/10/19 05:45 PM,55 E WASHINGTON ST<br>  60602,Completed,No Cause
SR19-01309396,04/10/19 08:56 PM,2637 S SPAULDING AVE<br>  60623,Completed,No Entry
SR19-01309996,04/11/19 04:51 AM,38 N CENTRAL AVE<br>  60644,Completed,Processed for Hearing - Standard
SR19-01310093,04/11/19 06:25 AM,7700 S SOUTH SHORE DR<br>  60649,Completed,Processed for Court
SR19-01310696,04/11/19 08:49 AM,5051 N DAMEN AVE<br>  60625,Completed,Adequate Temperature
SR19-01311305,04/11/19 10:04 AM,1225 W 81ST ST<br>  60620,Completed,No Entry
SR19-01311827,04/11/19 11:03 AM,2433 W GREENLEAF AVE<br>  60645,Completed,No Entry
SR19-01313384,04/11/19 02:15 PM,4738 W 87TH ST<br>  60652,Completed,No Entry
SR19-01313868,04/11/19 03:22 PM,918 S CARPENTER ST<br>  60607,Completed,No Entry
SR19-01314010,04/11/19 03:44 PM,918 S CARPENTER ST<br>2F<br>  60607,Completed,
SR19-01314777,04/11/19 05:40 PM,5108 S MARSHFIELD AVE<br>  60609,Completed,Active Case
SR19-01315678,04/11/19 08:56 PM,7312 N PAULINA ST<br>  60626,Completed,Adequate Temperature
SR19-01316943,04/12/19 08:24 AM,222 S HAMLIN BLVD<br>  60624,Completed,No Entry
SR19-01318855,04/12/19 12:10 PM,755 N CENTRAL AVE<br>  60651,Completed,Adequate Temperature
SR19-01318857,04/12/19 12:11 PM,743 N CENTRAL AVE<br>  60644,Completed,Adequate Temperature
SR19-01318937,04/12/19 12:21 PM,7032 S CREGIER AVE<br>  60649,Completed,No Cause - Phone Call
SR19-01319418,04/12/19 01:26 PM,909 E 62ND ST<br>  60637,Completed,No Entry
SR19-01321984,04/12/19 10:04 PM,6830 S PRAIRIE AVE<br>  60637,Completed,No Entry
SR19-01322196,04/12/19 11:08 PM,2244 N PULASKI RD<br>  60639,Completed,NO SUCH ADDRESS
SR19-01322925,04/13/19 08:32 AM,5063 N WOLCOTT AVE<br>0<br>  60640,Completed,Adequate Temperature
SR19-01323872,04/13/19 12:40 PM,6259 N MOZART ST<br>  60659,Completed,Processed for Hearing - Standard
SR19-01324469,04/13/19 03:56 PM,5529 S INGLESIDE AVE<br>  60637,Completed,NO SUCH ADDRESS
SR19-01324510,04/13/19 04:07 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01324998,04/13/19 05:31 PM,8728 S EXCHANGE AVE<br>  60617,Completed,No Entry
SR19-01325496,04/13/19 08:32 PM,2417 N MONTICELLO AVE<br>  60647,Completed,No Entry
SR19-01325901,04/13/19 11:34 PM,918 S CARPENTER ST<br>2F<br>  60607,Completed,
SR19-01326188,04/14/19 05:25 AM,3704 N HARLEM AVE<br>  60634,Completed,
SR19-01326294,04/14/19 07:32 AM,6451 S EVANS AVE<br>  60637,Completed,No Entry
SR19-01326439,04/14/19 08:33 AM,7250 S YALE AVE<br>  60621,Completed,No Entry
SR19-01326584,04/14/19 09:25 AM,1129 N SPAULDING AVE<br>1129 n spaulding<br>  60651,Completed,Active Case
SR19-01326650,04/14/19 09:52 AM,7356 S HARVARD AVE<br>  60621,Completed,No Entry
SR19-01327750,04/14/19 04:20 PM,7956 S MARYLAND AVE<br>Unit 3<br>  60619,Completed,No Entry
SR19-01327986,04/14/19 05:25 PM,2703 N CLARK ST<br>  60614,Completed,Active Case
SR19-01328153,04/14/19 06:13 PM,7459 S BENNETT AVE<br>  60649,Completed,No Entry
SR19-01328158,04/14/19 06:15 PM,6259 N MOZART ST<br>  60659,Completed,
SR19-01328199,04/14/19 06:29 PM,3207 W CORTLAND ST<br>3<br>  60647,Completed,Adequate Temperature
SR19-01328232,04/14/19 06:41 PM,6954 N SHERIDAN RD<br>513<br>  60626,Completed,Adequate Temperature
SR19-01328529,04/14/19 08:39 PM,5127 S INDIANA AVE<br>  60615,Completed,Active Case
SR19-01328768,04/14/19 10:45 PM,6040 S HARPER AVE<br>  60637,Completed,No Cause - Phone Call
SR19-01329603,04/15/19 08:39 AM,6214 S BISHOP ST<br>  60636,Completed,No Entry
SR19-01331602,04/15/19 12:28 PM,3704 N HARLEM AVE<br>  60634,Completed,Active Case
SR19-01332421,04/15/19 02:08 PM,6715 S CHAPPEL AVE<br>  60649,Completed,No Entry
SR19-01333064,04/15/19 03:43 PM,909 E 62ND ST<br>  60637,Completed,
SR19-01333184,04/15/19 04:02 PM,5127 S INDIANA AVE<br>  60615,Completed,Active Case
SR19-01333256,04/15/19 04:14 PM,4225 W JACKSON BLVD<br>Unit 1<br>  60624,Completed,No Entry
SR19-01334797,04/16/19 01:33 AM,7345 S SOUTH SHORE DR<br>  60649,Completed,No Entry
SR19-01340145,04/16/19 07:26 PM,1841 S AVERS AVE<br>  60623,Completed,No Entry
SR19-01341100,04/17/19 04:49 AM,7156 S DORCHESTER AVE<br>  60619,Completed,Adequate Temperature
SR19-01341610,04/17/19 08:10 AM,2836 W 40TH ST<br>  60632,Completed,No Entry
SR19-01343863,04/17/19 12:15 PM,4056 N LEAMINGTON AVE<br>  60641,Completed,No Entry
SR19-01344515,04/17/19 01:26 PM,7947 S DR MARTIN LUTHER KING JR DR<br>  60619,Completed,Active Case
SR19-01346226,04/17/19 05:47 PM,6900 S SOUTH SHORE DR<br>Chicago IL 60649,Completed,No Cause - Phone Call
SR19-01352099,04/18/19 05:41 PM,5863 N KENMORE AVE<br>  60660,Completed,Adequate Temperature
SR19-01352206,04/18/19 06:02 PM,1841 S AVERS AVE<br>  60623,Completed,
SR19-01353485,04/19/19 05:15 AM,3549 W JACKSON BLVD<br>  60624,Completed,PROCESSED VIOLATION NOTICE
SR19-01355880,04/19/19 12:31 PM,1144 N AVERS AVE<br>  60651,Completed,Adequate Temperature
SR19-01356187,04/19/19 01:06 PM,1257 W NEWPORT AVE<br>1F<br>  60657,Completed,No Entry
SR19-01357338,04/19/19 04:20 PM,5863 N KENMORE AVE<br>  60660,Completed,
SR19-01357439,04/19/19 04:42 PM,849 W 53RD PL<br>  60609,Completed,Adequate Temperature
SR19-01357640,04/19/19 05:35 PM,6600 S BISHOP ST<br>  60636,Completed,Processed for Hearing - Standard
SR19-01358227,04/19/19 08:29 PM,7112 S RIDGELAND AVE<br>  60649,Completed,No Cause
SR19-01358692,04/19/19 11:19 PM,1252 W GRANVILLE AVE<br>  60660,Completed,No Entry
SR19-01359307,04/20/19 08:47 AM,6708 S CONSTANCE AVE<br>  60649,Completed,No Entry
SR19-01360173,04/20/19 02:03 PM,5625 N WINTHROP AVE<br>503<br>  60660,Completed,No Entry
SR19-01361560,04/20/19 11:04 PM,6540 S KOMENSKY AVE<br>Unit 1<br>  60629,Completed,No Entry
SR19-01362464,04/21/19 11:09 AM,3439 W MONROE ST<br>  60624,Completed,No Entry
SR19-01362763,04/21/19 01:06 PM,3325 W BERTEAU AVE<br>  60618,Completed,No Entry
SR19-01364806,04/22/19 07:19 AM,3459 N LARAMIE AVE<br>  60641,Completed,Processed for Hearing - Standard
SR19-01367839,04/22/19 01:43 PM,2304 N MAJOR AVE<br>  60639,Completed,Processed for Hearing - Standard
SR19-01368602,04/22/19 03:29 PM,1841 S AVERS AVE<br>  60623,Completed,No Entry
SR19-01370826,04/23/19 06:59 AM,6040 S HARPER AVE<br>  60637,Completed,No Entry
SR19-01379632,04/24/19 12:56 PM,5542 S NAGLE AVE<br>  60638,Completed,No Entry
SR19-01380156,04/24/19 02:01 PM,2 E 8TH ST<br>  60605,Completed,Transfer to Ventilation Violation
SR19-01380156,04/24/19 02:01 PM,2 E 8TH ST<br>  60605,Completed,No Cause
SR19-01382815,04/24/19 10:19 PM,433 W 103RD ST<br>  60628,Completed,No Entry
SR19-01383353,04/25/19 05:56 AM,150 W MAPLE ST<br>  60610,Completed,No Cause
SR19-01383451,04/25/19 06:57 AM,433 W 103RD ST<br>  60628,Completed,
SR19-01390142,04/26/19 02:42 AM,3141 W 41ST ST<br>  60632,Completed,No Entry
SR19-01392190,04/26/19 11:16 AM,4810 S KOLIN AVE<br>  60632,Completed,No Entry
SR19-01392209,04/26/19 11:19 AM,2532 W 63RD ST<br>  60629,Completed,Processed for Court
SR19-01394404,04/26/19 04:32 PM,5330 S ARCHER AVE<br>  60632,Completed,Transfer to Ventilation Violation
SR19-01394404,04/26/19 04:32 PM,5330 S ARCHER AVE<br>  60632,Completed,No Cause
SR19-01395911,04/27/19 01:44 AM,4520 S DREXEL BLVD<br>  60653,Completed,No Entry
SR19-01396182,04/27/19 07:12 AM,4738 W 87TH ST<br>  60652,Completed,PROCESSED VIOLATION NOTICE
SR19-01396514,04/27/19 10:02 AM,5051 N DAMEN AVE<br>  60625,Completed,Adequate Temperature
SR19-01396632,04/27/19 10:39 AM,3459 N LARAMIE AVE<br>  60641,Completed,Active Case
SR19-01396633,04/27/19 10:40 AM,3459 N LARAMIE AVE<br>  60641,Completed,Active Case
SR19-01396661,04/27/19 10:49 AM,949 W LAWRENCE AVE<br>  60640,Completed,Processed for Hearing - Standard
SR19-01396764,04/27/19 11:39 AM,6259 N MOZART ST<br>  60659,Completed,No Entry
SR19-01396810,04/27/19 11:57 AM,1217 W 81ST ST<br>  60620,Completed,Processed for Court
SR19-01396987,04/27/19 01:28 PM,1215 E 81ST ST<br>  60619,Completed,NO SUCH ADDRESS
SR19-01397211,04/27/19 03:15 PM,2946 N CLYBOURN AVE<br>  60647,Completed,No Entry
SR19-01397239,04/27/19 03:23 PM,6206 S TALMAN AVE<br>  60629,Completed,No Entry
